Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
"Reserveage Sour Apple Collagen Candy Sticks, 20CT",835552000000.0,,25.79,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",20.0,515.8,CVS,13.583900000000007
eos Super Soft Shea Lip Balm Stick - Coconut Milk,832992000000.0,,3.89,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5446,CVS,2.171957142857142
"eos Super Soft Shea Lip Balm Stick - Strawberry Peach, 0.14 OZ",832992000000.0,,3.89,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5446,CVS,2.171957142857142
eos 100% Natural & Organic Lip Balm Stick,832992000000.0,,3.89,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5446,CVS,2.171957142857142
"eos 100% Natural & Organic Lip Balm Stick - Vanilla Bean, 0.14 OZ",832992000000.0,,3.89,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5446,CVS,2.171957142857142
"eos Shea Better Sensitive Shave Cream, Oatmeal, 7 OZ",832992000000.0,,5.99,EOS PRODUCTS,SHAVE - CREAMS,7.0,41.93,CVS,3.6761343137254907
"eos 100% Natural & Organic Lip Balm Stick - Vanilla Bean 2-pack, 0.14 OZ",832992000000.0,,5.59,EOS PRODUCTS,LIP PREPARATIONS,0.28,1.5652,CVS,3.217149381270904
eos Natural Shea Lip Balm Coconut Milk,832992000000.0,,4.99,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.2475,Walgreens,2.606888119658123
eos Natural Shea Lip Balm Coconut Milk,832992000000.0,,4.99,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.2475,Walgreens,2.606888119658123
eos Natural Shea Lip Balm Coconut Milk,832992000000.0,,4.99,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.2475,Walgreens,2.606888119658123
"eos Super Soft Shea Lip Balm Sphere - Vanilla Mint, 0.25 OZ",832992000000.0,,4.79,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.1975,CVS,2.453255555555559
"Clavel Blue Stop Max Massage Gel, 16 OZ",832492000000.0,,29.99,CLAVEL PROD,PAIN - ANALGESIC (EXTERNAL),16.0,479.84,CVS,17.109066666666664
"Dramamine Non-Drowsy Nausea Relief Ginger Soft Chews, 20 CT",831248000000.0,,14.49,MEDTECH PROD,DIGESTIVE - LOWER GI,20.0,289.8,CVS,7.540125833333335
"Colgate Total Plaque Pro Release Anticavity, Antigingivitis, and Antisensitivity Toothpaste, Fresh Mint, 3 OZ",827854000000.0,,8.29,COLGATE-PALM,ORAL CARE - TOOTHPASTE,3.0,24.87,CVS,6.419091666666665
"Colgate Total Plaque Pro Release Anticavity, Antigingivitis, and Antisensitivity Whitening Toothpaste, 3.0 OZ",827854000000.0,,8.29,COLGATE-PALM,ORAL CARE - TOOTHPASTE,3.0,24.87,CVS,6.419091666666665
"Colgate Optic White Express Teeth Whitening Pen, 35 Treatments, 0.08 OZ",827854000000.0,,39.99,COLGATE-PALM,ORAL CARE - DENTAL ACCESSORIES,1.0,39.99,CVS,23.275655555555556
Colgate Optic White ComfortFit LED Teeth Whitening Kit,827854000000.0,,79.99,COLGATE-PALM,ORAL CARE - DENTAL ACCESSORIES,1.0,79.99,CVS,40.936528571428546
Brut Classic Splash-On Classic Fragrance,827755000000.0,,8.29,HRB BRANDS,SHAVE - CREAMS,7.0,58.03,CVS,4.575383333333332
Sea Breeze Sensitive Skin Astringent,827755000000.0,,5.99,HRB BRANDS,SKIN CARE - ACNE,10.0,59.9,Walgreens,4.082067647058825
Blink For Soft and RGP Contact Lenses,827444000000.0,,7.99,BAUSCH HLT,EYE CARE PRODUCTS,0.34,2.7166,Walgreens,5.136581428571434
Blink For Soft and RGP Contact Lenses,827444000000.0,,7.99,BAUSCH HLT,EYE CARE PRODUCTS,0.34,2.7166,Walgreens,5.136581428571434
"Cake The Curl Whip, Whipped Curl Mousse",823168000000.0,,10.99,NAT/BOUNTY,HAIR CARE - SHAMPOO/CONDITIONER,8.4,92.316,Walgreens,6.812689595959594
Cake The Hold Out Flexy Hold Hair Spray,823168000000.0,,10.99,BRIGGS,HAIR CARE - STYLING,5.6,61.544,Walgreens,8.286799999999994
Cake The Hold Out Flexy Hold Hair Spray,823168000000.0,,10.99,NAT/BOUNTY,HAIR CARE - STYLING,5.6,61.544,Walgreens,6.869666666666665
Drive Medical Over Door Exercise Pulley Silver,822383000000.0,,19.99,DRIVE MED,HOME HEALTH CARE,1.0,19.99,Walgreens,10.704067733100233
"Children's Mylicon All-in-One Tummy Relief for Kids, Bubble Gum Flavor, 4 OZ",819903000000.0,,8.29,CARLIN CNSMR,DIGESTIVE - LOWER GI,4.0,33.16,CVS,4.481166666666666
"Mylanta Maximum Strength Antacid + Anti-Gas Liquid, Classic",819903000000.0,,2.99,CARLIN CNSMR,DIGESTIVE - UPPER GI,3.4,10.166,CVS,2.099214444444445
"Mylanta Coat & Cool Liquid Antacid + Anti-Gas Relief, Chocolate Mint Flavor, 12 OZ",819903000000.0,,11.49,CARLIN CNSMR,DIGESTIVE - UPPER GI,12.0,137.88,CVS,6.04506666666667
Mylanta Tonight Liquid Antacid + Anti-Gas Relief,819903000000.0,,11.49,CARLIN CNSMR,DIGESTIVE - UPPER GI,12.0,137.88,CVS,6.04506666666667
Mylanta Maximum Strength Liquid Antacid + Anti-Gas Relief,819903000000.0,,11.49,INFIRST HLTH,DIGESTIVE - UPPER GI,12.0,137.88,CVS,5.947166666666668
Mylanta Maximum Strength Liquid Antacid Vanilla Caramel,819903000000.0,,10.99,INFIRST HLTH,DIGESTIVE - UPPER GI,12.0,131.88,Walgreens,5.960970833333335
Mylanta Maximum Strength Liquid Antacid Classic,819903000000.0,,10.99,INFIRST HLTH,DIGESTIVE - UPPER GI,12.0,131.88,Walgreens,5.960970833333335
"Mylicon Infant Gas Relief Drops Dye Free, .5 OZ",819903000000.0,,9.99,CARLIN CNSMR,DIGESTIVE - LOWER GI,0.5,4.995,CVS,5.207169790764791
Mylicon Infant Gas Relief Drops Dye Free,819903000000.0,,9.49,CARLIN CNSMR,DIGESTIVE - LOWER GI,0.5,4.745,Walgreens,5.678807039473688
Mylicon Infant Gas Relief Drops,819903000000.0,,11.99,CARLIN CNSMR,DIGESTIVE - LOWER GI,1.0,11.99,Walgreens,7.156225515873011
Mylicon Infant Gas Relief Drops,819903000000.0,,11.99,CARLIN CNSMR,DIGESTIVE - LOWER GI,1.0,11.99,Walgreens,7.156225515873011
"Mylicon Infant Gas Relief Drops Original, 1 OZ",819903000000.0,,12.99,CARLIN CNSMR,DIGESTIVE - LOWER GI,1.0,12.99,CVS,7.41470764790764
Mylicon Infant Gas Relief Drops Original,819903000000.0,,11.99,CARLIN CNSMR,DIGESTIVE - LOWER GI,1.0,11.99,Walgreens,7.156225515873011
"HappyBaby Organic Teethers, 12 CT",819573000000.0,,4.99,O-CEDAR,BABY PRODUCTS,12.0,59.88,CVS,3.237788571428572
"hello kids Magical Mermaid Anticavity Fluoride Toothpaste, Orange Dreamsicle Natural Flavor, Ages 2+",819156000000.0,,6.49,HELLO-PRO,ORAL CARE - TOOTHPASTE,4.2,27.258,CVS,4.024024999999998
"hello Unicorn Aluminum Free 24-Hour Deodorant Stick, Shea Butter, 2.6 OZ",819156000000.0,,7.99,HELLO-PRO,DEODORANTS,2.6,20.774,CVS,4.629312539682541
"hello 24-Hour Deodorant Stick, Sage + Eucalyptus, 2.6 OZ",819156000000.0,,7.99,HELLO-PRO,DEODORANTS,2.6,20.774,CVS,4.629312539682541
"hello 24-Hour Deodorant Stick, Sweet Coconut, Shea Butter, 2.6 OZ",819156000000.0,,7.99,HELLO-PRO,DEODORANTS,2.6,20.774,CVS,4.629312539682541
"hello Kids Unicorn Sparkle Fluoride Toothpaste for ages 2+, Bubble Gum",819156000000.0,,5.79,HELLO-PRO,ORAL CARE - TOOTHPASTE,4.2,24.318,CVS,3.4695867396071725
"hello 24-Hour Deodorant Stick, Clean + Fresh, 2.6 OZ",819156000000.0,,7.99,HELLO-PRO,DEODORANTS,2.6,20.774,CVS,4.629312539682541
"Hello Activated Charcoal Whitening Fluoride Toothpaste, 4 OZ",819156000000.0,,7.99,HELLO-PRO,ORAL CARE - TOOTHPASTE,4.0,31.96,CVS,5.587993903318902
"Hello Kids Fluoride Free Mouthwash, Natural Watermelon, 16 OZ",819156000000.0,,5.99,HELLO-PRO,BABY PRODUCTS,15.9,95.241,CVS,3.770999999999999
Prunelax Ciruelax Minitabs Coated Tablets,818951000000.0,,21.49,GARDEN HOUSE,DIGESTIVE - LOWER GI,120.0,2578.8,CVS,12.837599999999998
"Nailtopia Nail Color, Do You Blue",818881000000.0,,9.99,UNIV NUTR,COSMETICS - NAILS,1.0,9.99,CVS,8.810570714285715
"Nailtopia Nail Color, Ride or Die",818881000000.0,,9.99,UNIV NUTR,COSMETICS - NAILS,1.0,9.99,CVS,8.810570714285715
"Arches & Halos Felt Tip Pen, Neutral Brown",818881000000.0,,12.99,NOVARTIS,COSMETICS-EYE,1.0,12.99,CVS,7.119710822510826
"Arches & Halos Microblading Pen, Espresso",818881000000.0,,12.99,MABIS HEALTH,COSMETICS-EYE,1.0,12.99,CVS,7.424752092352091
"Arches & Halos Microblading Pen, Mocha Blonde",818881000000.0,,12.99,MABIS HEALTH,COSMETICS-EYE,1.0,12.99,CVS,7.424752092352091
"Nailtopia Nail Color, Dynasty",818881000000.0,,9.99,UNIV NUTR,COSMETICS - NAILS,1.0,9.99,CVS,8.810570714285715
"Nailtopia Nail Color, Spill The Juice",818881000000.0,,9.99,UNIV NUTR,COSMETICS - NAILS,1.0,9.99,CVS,8.810570714285715
"Nailtopia Nail Color, Tropinail",818881000000.0,,9.99,UNIV NUTR,COSMETICS - NAILS,0.41,4.0959,CVS,8.956066349206353
"Arches & Halos Duo Luxury Brow Powder, Mocha Blonde",818881000000.0,,9.99,ALWYN COMP,COSMETICS-EYE,1.0,9.99,CVS,5.521277012987018
"Arches & Halos Micro Defining Brow Pencil, Charcoal",818881000000.0,,12.99,BRIGGS,COSMETICS-EYE,1.0,12.99,CVS,11.525922222222214
"Arches & Halos Micro Defining Brow Pencil, Espresso",818881000000.0,,12.99,MABIS HEALTH,COSMETICS-EYE,1.0,12.99,CVS,7.424752092352091
"Arches & Halos Micro Defining Brow Pencil, Dark Brown",818881000000.0,,12.99,MABIS HEALTH,COSMETICS-EYE,1.0,12.99,CVS,7.424752092352091
"Arches & Halos Micro Defining Brow Pencil, Warm Brown",818881000000.0,,12.99,MABIS HEALTH,COSMETICS-EYE,1.0,12.99,CVS,7.424752092352091
Crane Milk Storage Bags - 30 Bags,818767000000.0,,17.69,CRANE USA,BABY PRODUCTS,1.0,17.69,CVS,8.378846428571427
Crane 4-In-1 Top Fill 1 Gallon Cool Mist Humidifier with Sound Machine,818767000000.0,,69.49,CRANE USA,HOME HEALTH CARE,1.0,69.49,CVS,36.11051746031746
Crane Electric Breast Pump,818767000000.0,,149.99,CRANE USA,BABY PRODUCTS,1.0,149.99,CVS,47.98238333333331
Crane Lactation Massager - Cordless,818767000000.0,,39.99,CRANE USA,BABY PRODUCTS,1.0,39.99,CVS,23.66245247252747
"Crane HEPA Air Purifier, 300 Sq Ft. Coverage, Compact",818767000000.0,,75.99,CRANE USA,HOME HEALTH CARE,1.0,75.99,CVS,37.56017460317461
Crane USA Vapor Pads for Corded Personal Steam Inhaler,818767000000.0,,12.99,CRANE USA,HOME HEALTH CARE,12.0,155.88,Walgreens,7.249657936507934
Crane Sinus Inhaler,818767000000.0,,58.99,CRANE USA,HOME HEALTH CARE,1.0,58.99,CVS,31.179704506604516
Crane 0.5 Gallon Warm Mist Humidifier,818767000000.0,,48.49,CRANE USA,HOME HEALTH CARE,1.0,48.49,CVS,27.724975577200563
"Crane USA Vapor Pads for Personal Steam Inhaler Menthol, Peppermint, Eucalyptus, Lemon",818767000000.0,,12.99,CRANE USA,HOME HEALTH CARE,12.0,155.88,Walgreens,7.249657936507934
Crane Cordless Rechargeable Warm and Cool Mist Inhaler,818767000000.0,,91.99,CRANE USA,HOME HEALTH CARE,1.0,91.99,CVS,41.271946031746026
Crane USA Cordless Warm & Cool Mist Personal Steam Inhaler White,818767000000.0,,99.99,CRANE USA,HOME HEALTH CARE,1.0,99.99,Walgreens,42.01404603174602
Crane Tritan Baby Bottles - 2 Pack,818767000000.0,,17.69,CRANE USA,BABY PRODUCTS,1.0,17.69,CVS,8.378846428571427
Crane true-HEPA Air Purifier,818767000000.0,,106.99,CRANE USA,HOME HEALTH CARE,1.0,106.99,CVS,41.96444603174603
Crane true-HEPA Air Purifier,818767000000.0,,106.99,CRANE USA,HOME HEALTH CARE,1.0,106.99,CVS,41.96444603174603
"Crane true-HEPA Air Purifier, 500 Sq Ft. Ultra Premium",818767000000.0,,194.99,CRANE USA,HOME HEALTH CARE,500.0,97495.0,CVS,42.743366666666645
Crane Personal 0.2 Gallon Ultrasonic Cool Mist Humidifier - Blue/White,818767000000.0,,37.49,CRANE USA,HOME HEALTH CARE,1.0,37.49,CVS,21.45816666666666
Crane Mini Adorable 0.5 Gallon Ultrasonic Cool Mist Humidifier,818767000000.0,,48.49,CRANE USA,HOME HEALTH CARE,1.0,48.49,CVS,27.724975577200563
Crane 2-in-1 Warm Mist Humidifier & Steam Inhaler,818767000000.0,,74.99,CRANE USA,HOME HEALTH CARE,1.0,74.99,CVS,36.72887460317461
Crane Drop 1 Gallon Ultrasonic Cool Mist Humidifier,818767000000.0,,69.99,CRANE USA,HOME HEALTH CARE,1.0,69.99,CVS,36.62842936507937
Crane Droplet 0.5 Gallon Ultrasonic Cool Mist Humidifier,818767000000.0,,48.49,CRANE USA,HOME HEALTH CARE,1.0,48.49,CVS,27.724975577200563
Force Factor Modern Mushrooms Soft Chews Cinnamon Roll,818594000000.0,,19.99,RUSSL STOVER,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1199.4,Walgreens,14.189132142857162
Force Factor Better Turmeric Soft Chews Fruit Splash,818594000000.0,,19.99,3M,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1199.4,Walgreens,11.77367678571429
Force Factor Smarter Greens Soft Chews Summer Berry,818594000000.0,,19.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1199.4,Walgreens,11.588622619047623
"Force Factor Total Beets Powder, Pomegranate Berry Flavor, 7.4 OZ",818594000000.0,,21.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",7.4,162.726,CVS,11.892949999999999
Force Factor Total Beets Powder,818594000000.0,,19.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",7.4,147.926,Walgreens,11.31520555555556
Force Factor Total Beets Powder,818594000000.0,,19.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",7.4,147.926,Walgreens,11.31520555555556
Force Factor Total Beets Chews,818594000000.0,,22.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1379.4,Walgreens,12.85150285714286
Force Factor Longjack Tongkat Ali Capsules,818594000000.0,,14.99,PHARMAVITE,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,449.7,Walgreens,8.529500000000004
Force Factor Probioslim Extra Strength,818594000000.0,,28.99,NUTRACLICK,DIGESTIVE - LOWER GI,120.0,3478.8,Walgreens,15.915699999999989
Force Factor Score XXL Nitric Oxide Booster,818594000000.0,,14.99,NUTRACLICK,SEXUAL WELLNESS,30.0,449.7,Walgreens,8.774700000000001
"Force Factor Forebrain Capsules, 30 CT",818594000000.0,,23.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,719.7,CVS,13.710775000000007
"Force Factor SCORE! Premium Libido Enhancer, 76 CT",818594000000.0,,31.79,NUTRACLICK,SEXUAL WELLNESS,76.0,2416.04,CVS,16.684600000000007
Force Factor Score! Capsules,818594000000.0,,29.99,NUTRACLICK,SEXUAL WELLNESS,76.0,2279.24,Walgreens,15.616266666666666
"Force Factor Test X180 Alpha, 60 CT",818594000000.0,,31.49,NUTRACLICK,WT CTL/NUTRITION - CANDY TABLETS,60.0,1889.4,CVS,17.306800000000003
Force Factor Test x180 Ignite,818594000000.0,,29.99,NUTRACLICK,WT CTL/NUTRITION - CANDY TABLETS,60.0,1799.4,Walgreens,16.39838333333333
Force Factor Prostate,818594000000.0,,29.99,NUTRACLICK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1799.4,Walgreens,16.02216666666666
Honest Bubble Bath Dreamy Lavender,817810000000.0,,14.49,PALCO LABS,HAIR CARE - SHAMPOO/CONDITIONER,12.0,173.88,Walgreens,9.584539999999999
"Honest Face & Body Lotion, Lavender Dreamy Lavender",817810000000.0,,12.49,ABBOTT NUTR,BABY PRODUCTS,8.5,106.165,Walgreens,8.019033333333338
Honest Conditioning Detangler,817810000000.0,,7.99,PALCO LABS,HAIR CARE - SHAMPOO/CONDITIONER,4.0,31.96,Walgreens,4.862282539682543
Cantu Avocado Hydrating Curling Cream,817513000000.0,,8.29,PDC BRANDS,HAIR CARE - STYLING,12.0,99.48,CVS,4.287105555555556
Cantu Avocado Hydrating Conditioner,817513000000.0,,7.79,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,13.5,105.165,CVS,4.530500000000003
"Cantu Flaxseed Hairwax Smoothing Stick, 2 OZ",817513000000.0,,7.29,PDC BRANDS,HAIR CARE - STYLING,2.0,14.58,CVS,4.535250000000001
Cantu Flaxseed Smoothing Cream Gel,817513000000.0,,7.79,PDC BRANDS,HAIR CARE - STYLING,16.0,124.64,CVS,4.485733333333335
Cantu Shea Butter Strengthening Styling Gel,817513000000.0,,6.29,PDC BRANDS,HAIR CARE - STYLING,18.5,116.365,CVS,3.7787999999999995
Cantu Shea Butter Maximum Hold Strengthening Styling Gel with Jamaican Black Castor Oil,817513000000.0,,5.49,PDC BRANDS,HAIR CARE - STYLING,18.5,101.565,Walgreens,3.5286554347826082
Cantu Shea Butter Maximum Hold Strengthening Styling Gel with Jamaican Black Castor Oil,817513000000.0,,5.49,PDC BRANDS,HAIR CARE - STYLING,18.5,101.565,Walgreens,3.5286554347826082
Cantu Shea Butter Anti-Shedding Styling Gel,817513000000.0,,6.29,PDC BRANDS,HAIR CARE - STYLING,18.5,116.365,CVS,3.7787999999999995
Cantu Shea Butter Deep Treatment Masque,817513000000.0,,2.29,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,1.75,4.0075,CVS,1.7149344444444452
"Cantu Shea Butter Extra Hold Edge Stay Gel, 2.25 OZ",817513000000.0,,7.79,PDC BRANDS,HAIR CARE - STYLING,2.25,17.5275,CVS,4.303620833333335
"Cantu Shea Butter Coil Calm Detangler, 8 OZ",817513000000.0,,8.29,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,8.0,66.32,CVS,4.2972
"Cantu Hydrating Cream Conditioner, 13.5 OZ",817513000000.0,,8.29,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,13.5,111.915,CVS,4.315799999999999
"Cantu Cleansing Cream Shampoo, 13.5 OZ",817513000000.0,,8.29,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,13.5,111.915,CVS,4.315799999999999
Cantu Argan Oil Leave-In Conditioning Repair Cream,817513000000.0,,7.99,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16.0,127.84,CVS,4.465966666666667
Cantu Argan Oil Leave In Conditioner,817513000000.0,,6.99,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16.0,111.84,Walgreens,4.354812820512817
Cantu Argan Oil Leave In Conditioner,817513000000.0,,6.99,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16.0,111.84,Walgreens,4.354812820512817
Acli-Mate Mountain Sport Drink Altitude & Energy Aid Packets Colorado Cran-Raspberry,817045000000.0,,23.99,HYGENIC CORP,WT CTL/NUTRITION - LIQ/POWDER,0.46,11.0354,Walgreens,12.725666666666665
Acli-Mate Mountain Sport Drink Altitude & Energy Aid Packets Elevation Orange,817045000000.0,,23.99,HEALTHSMART,WT CTL/NUTRITION - LIQ/POWDER,0.46,11.0354,Walgreens,13.568066666666663
FemiClear Genital Herpes Multi-Symptom Ointment,817008000000.0,,59.99,ORGANICARE,FEMININE NEEDS - WOMEN'S CARE,0.5,29.995,Walgreens,33.916191596889945
FemiClear Yeast Infection 2 Day Dose,817008000000.0,,27.99,ORGANICARE,FEMININE NEEDS - WOMEN'S CARE,0.5,13.995,Walgreens,15.318050000000007
VO5 Daily Revitalizing Shampoo,816559000000.0,,1.59,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,15.0,23.85,CVS,1.82345
Coast Bar Soap Classic,816559000000.0,,5.79,HRB BRANDS,SOAP,4.0,23.16,Walgreens,3.8942070065789465
Coast Bar Soap Classic,816559000000.0,,5.79,HRB BRANDS,SOAP,4.0,23.16,Walgreens,3.8942070065789465
"Coast Refreshing Deodorant Soap, 2CT",816559000000.0,,1.0,HRB BRANDS,SOAP,2.0,2.0,CVS,1.7478591503267975
"VO5 Shampoo, Strawberries & Cream",816559000000.0,,1.89,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,1.0,1.89,CVS,1.7276944444444446
VO5 Shampoo,816559000000.0,,1.89,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,15.0,28.35,CVS,1.84705
St. Joseph Low Dose Aspirin 81 MG Enteric Coated Tablets,816526000000.0,,6.99,FOUNDTN CONS,PAIN - ANALGESIC (INTERNAL),120.0,838.8,CVS,4.323128571428571
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ, Chocolate",816401000000.0,,32.99,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,283.714,CVS,23.474416666666656
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",816401000000.0,,30.99,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS,20.101524285714284
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",816401000000.0,,30.99,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS,20.101524285714284
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",816401000000.0,,30.99,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS,20.101524285714284
Boogie Vapor Chest Rub Stick Eucalyptus & Lavender,816167000000.0,,7.99,LOREAL,BABY PRODUCTS,0.49,3.9151,Walgreens,5.03152666666667
"Boogie Diaper Rash Spray, 1.7 OZ",816167000000.0,,10.99,NEHEMIAH,BABY DIAPERS,1.7,18.683,CVS,6.746882564935065
Boogie Mist Saline Mist Fresh,816167000000.0,,6.99,NEHEMIAH,UPPER RESPIRATORY - NASAL PRODUCTS,3.1,21.669,Walgreens,4.050594047619046
"Boogie Wipes, 45 CT",816167000000.0,,5.99,NEHEMIAH,BABY DIAPERS,45.0,269.55,CVS,3.7607999999999993
Everpro Beauty Gray Away Root Touch-up Quick Stick,816132000000.0,,10.99,INSPIRED BTY,HAIR CARE - COLORING,0.1,1.099,CVS,6.369111785714287
"Yes To Tomatoes Charcoal Anti-Pollution Oxygenated Foaming Cleanser, 3.8 OZ",815921000000.0,,10.99,YES TO INC,SKIN CARE - FACIAL,5.0,54.95,CVS,6.146142261904759
"Yes To Coconut Energizing Coffee 2 in 1 stick, 2 OZ",815921000000.0,,10.99,YES TO INC,SKIN CARE - FACIAL,2.5,27.475,CVS,6.220972564935064
Yes To Coconut 2-Step Lip Kit,815921000000.0,,4.59,YES TO INC,LIP PREPARATIONS,0.66,3.0294,CVS,2.343265000000001
Yes To Miracle Oil PrimRose Lip Oil,815921000000.0,,5.59,YES TO INC,LIP PREPARATIONS,0.33,1.8447,CVS,3.2707493812709045
"Yes To Coconut Facial Hydrating Mask, 2 OZ",815921000000.0,,16.79,YES TO INC,SKIN CARE - FACIAL,1.0,16.79,CVS,9.064571428571435
"Ozeri Precision Digital Bath Scale, in Tempered Glass with Step-on Activation up to 400 lbs Black",815817000000.0,,22.36,HEALTHSMART,BATH PRODUCTS,1.0,22.36,Walgreens,12.215700000000005
Ozeri Rev Digital Bathroom Scale with Electro-Mechanical Weight Dial White,815817000000.0,,48.99,BRIGGS,BATH PRODUCTS,1.0,48.99,Walgreens,28.44399145299146
"Frankincense & Myrrh Intensive Foot Therapy Lotion, 3 OZ",815439000000.0,,16.79,WISE CONS,DIABETIC PRODUCTS,3.0,50.37,CVS,9.008331428571433
American Weigh Bathroom Scale,814859000000.0,,34.99,DURO-MED,HOME HEALTH CARE,1.0,34.99,Walgreens,21.722782608695667
"Efferdent Anti-Bacterial Dental Appliance Cleanser, 126 Count",814832000000.0,,8.49,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,126.0,1069.74,CVS,5.020633333333333
Efferdent Anti-Bacterial Dental Appliance Cleanser,814832000000.0,,7.29,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,102.0,743.58,CVS,3.9743000000000013
Efferdent Anti-Bacterial Denture Cleanser,814832000000.0,,7.79,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,102.0,794.58,Walgreens,4.611683333333335
"NasalCrom Allergy Nasal Spray, 8 OZ",814832000000.0,,22.79,MEDTECH PROD,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,0.88,20.0552,CVS,13.536900000000008
Luden's Deliciously Soothing Throat Drops Sugar-Free Wild Cherry,814832000000.0,,5.99,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,75.0,449.25,Walgreens,3.312299999999997
Luden's Throat Drops Wild Cherry,814832000000.0,,5.99,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90.0,539.1,Walgreens,3.312299999999997
Luden's Throat Drops Wild Cherry,814832000000.0,,5.99,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90.0,539.1,Walgreens,3.312299999999997
Luden's Throat Drops Wild Cherry,814832000000.0,,5.99,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90.0,539.1,Walgreens,3.312299999999997
Luden's Throat Drops Wild Cherry,814832000000.0,,5.99,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90.0,539.1,Walgreens,3.312299999999997
"KT Tape Pro Extreme Extra Strength Adhesive Strips, Titan Tan, 20 CT",814179000000.0,,25.99,KT HEALTH,HOME HEALTH CARE,20.0,519.8,CVS,12.578594444444452
"KT Tape Gentle Elastic Sports Tape, Beige, 20 CT",814179000000.0,,15.49,KT HEALTH,FIRST AID - ACCESSORIES,20.0,309.8,CVS,8.17738333333333
"KT Tape Pro Extreme Extra Strength Adhesive Strips, Jet Black, 20 CT",814179000000.0,,25.99,KT HEALTH,HOME HEALTH CARE,20.0,519.8,CVS,12.578594444444452
KT Tape Pro Extreme 10'' Strips Black,814179000000.0,,23.99,KT HEALTH,HOME HEALTH CARE,20.0,479.8,Walgreens,13.207055079365086
"Yes To Tomatoes Daily Repair Treatment, 1.7 OZ",813866000000.0,,9.99,YES TO INC,SKIN CARE - FACIAL,1.7,16.983,CVS,7.575928333333333
Fairy Tales Rosemary Repel Lice Prevention Conditioning Spray,812729000000.0,,15.99,FAIRY TALES,FIRST AID - TREATMENTS,8.0,127.92,CVS,9.690845357142857
Fairy Tales Rosemary Repel Lice Prevention Daily Shampoo,812729000000.0,,15.99,FAIRY TALES,FIRST AID - TREATMENTS,12.0,191.88,CVS,9.53283880952381
