Description,UPC,Promo_Price,Retail_Price,List_Price,Manufacturer,Category,Count,Multiplier,Retailer
Cantu Argan Oil Leave-In Conditioning Repair Cream,8.17513E+11,,7.99,4.19,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16,127.84,CVS
Cantu Argan Oil Leave In Conditioner,8.17513E+11,,6.99,4.19,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16,111.84,Walgreens
Cantu Argan Oil Leave In Conditioner,8.17513E+11,,6.99,4.19,PDC BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,16,111.84,Walgreens
Acli-Mate Mountain Sport Drink Altitude & Energy Aid Packets Colorado Cran-Raspberry,8.17045E+11,,23.99,10,HYGENIC CORP,WT CTL/NUTRITION - LIQ/POWDER,0.46,11.0354,Walgreens
Acli-Mate Mountain Sport Drink Altitude & Energy Aid Packets Elevation Orange,8.17045E+11,,23.99,14.11,HEALTHSMART,WT CTL/NUTRITION - LIQ/POWDER,0.46,11.0354,Walgreens
FemiClear Genital Herpes Multi-Symptom Ointment,8.17008E+11,,59.99,37,ORGANICARE,FEMININE NEEDS - WOMEN'S CARE,0.5,29.995,Walgreens
FemiClear Yeast Infection 2 Day Dose,8.17008E+11,,27.99,13.75,ORGANICARE,FEMININE NEEDS - WOMEN'S CARE,0.5,13.995,Walgreens
VO5 Daily Revitalizing Shampoo,8.16559E+11,,1.59,1.16,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,15,23.85,CVS
Coast Bar Soap Classic,8.16559E+11,,5.79,4.52,HRB BRANDS,SOAP,4,23.16,Walgreens
Coast Bar Soap Classic,8.16559E+11,,5.79,4.52,HRB BRANDS,SOAP,4,23.16,Walgreens
"Coast Refreshing Deodorant Soap, 2CT",8.16559E+11,,1,0.74,HRB BRANDS,SOAP,2,2,CVS
"VO5 Shampoo, Strawberries & Cream",8.16559E+11,,1.89,1.16,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,1,1.89,CVS
VO5 Shampoo,8.16559E+11,,1.89,1.16,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,15,28.35,CVS
St. Joseph Low Dose Aspirin 81 MG Enteric Coated Tablets,8.16526E+11,,6.99,4.19,FOUNDTN CONS,PAIN - ANALGESIC (INTERNAL),120,838.8,CVS
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ, Chocolate",8.16401E+11,,32.99,28.95,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,283.714,CVS
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",8.16401E+11,,30.99,28.95,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",8.16401E+11,,30.99,13.5,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS
"Ancient Nutrition Multi Collagen Protein, 8.6 OZ",8.16401E+11,,30.99,16.75,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.6,266.514,CVS
Boogie Vapor Chest Rub Stick Eucalyptus & Lavender,8.16167E+11,,7.99,4.78,LOREAL,BABY PRODUCTS,0.49,3.9151,Walgreens
"Boogie Diaper Rash Spray, 1.7 OZ",8.16167E+11,,10.99,5.55,NEHEMIAH,BABY DIAPERS,1.7,18.683,CVS
Boogie Mist Saline Mist Fresh,8.16167E+11,,6.99,3.77,NEHEMIAH,UPPER RESPIRATORY - NASAL PRODUCTS,3.1,21.669,Walgreens
"Boogie Wipes, 45 CT",8.16167E+11,,5.99,3.19,NEHEMIAH,BABY DIAPERS,45,269.55,CVS
Everpro Beauty Gray Away Root Touch-up Quick Stick,8.16132E+11,,10.99,6,INSPIRED BTY,HAIR CARE - COLORING,0.1,1.099,CVS
"Yes To Tomatoes Charcoal Anti-Pollution Oxygenated Foaming Cleanser, 3.8 OZ",8.15921E+11,,10.99,5.99,YES TO INC,SKIN CARE - FACIAL,5,54.95,CVS
"Yes To Coconut Energizing Coffee 2 in 1 stick, 2 OZ",8.15921E+11,,10.99,5.99,YES TO INC,SKIN CARE - FACIAL,2.5,27.475,CVS
Yes To Coconut 2-Step Lip Kit,8.15921E+11,,4.59,2.63,YES TO INC,LIP PREPARATIONS,0.66,3.0294,CVS
Yes To Miracle Oil PrimRose Lip Oil,8.15921E+11,,5.59,3.15,YES TO INC,LIP PREPARATIONS,0.33,1.8447,CVS
"Yes To Coconut Facial Hydrating Mask, 2 OZ",8.15921E+11,,16.79,10.07,YES TO INC,SKIN CARE - FACIAL,1,16.79,CVS
"Ozeri Precision Digital Bath Scale, in Tempered Glass with Step-on Activation up to 400 lbs Black",8.15817E+11,,22.36,11.91,HEALTHSMART,BATH PRODUCTS,1,22.36,Walgreens
Ozeri Rev Digital Bathroom Scale with Electro-Mechanical Weight Dial White,8.15817E+11,,48.99,32.9,BRIGGS,BATH PRODUCTS,1,48.99,Walgreens
"Frankincense & Myrrh Intensive Foot Therapy Lotion, 3 OZ",8.15439E+11,,16.79,9.6,WISE CONS,DIABETIC PRODUCTS,3,50.37,CVS
American Weigh Bathroom Scale,8.14859E+11,,34.99,23.9,DURO-MED,HOME HEALTH CARE,1,34.99,Walgreens
"Efferdent Anti-Bacterial Dental Appliance Cleanser, 126 Count",8.14832E+11,,8.49,5.7,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,126,1069.74,CVS
Efferdent Anti-Bacterial Dental Appliance Cleanser,8.14832E+11,,7.29,4.56,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,102,743.58,CVS
Efferdent Anti-Bacterial Denture Cleanser,8.14832E+11,,7.79,4.56,MEDTECH PROD,ORAL CARE - DENTURE PRODUCTS,102,794.58,Walgreens
"NasalCrom Allergy Nasal Spray, 8 OZ",8.14832E+11,,22.79,13.91,MEDTECH PROD,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,0.88,20.0552,CVS
Luden's Deliciously Soothing Throat Drops Sugar-Free Wild Cherry,8.14832E+11,,5.99,3.28,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,75,449.25,Walgreens
Luden's Throat Drops Wild Cherry,8.14832E+11,,5.99,3.28,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90,539.1,Walgreens
Luden's Throat Drops Wild Cherry,8.14832E+11,,5.99,3.28,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90,539.1,Walgreens
Luden's Throat Drops Wild Cherry,8.14832E+11,,5.99,3.28,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90,539.1,Walgreens
Luden's Throat Drops Wild Cherry,8.14832E+11,,5.99,3.28,MEDTECH PROD,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,90,539.1,Walgreens
"KT Tape Pro Extreme Extra Strength Adhesive Strips, Titan Tan, 20 CT",8.14179E+11,,25.99,11.88,KT HEALTH,HOME HEALTH CARE,20,519.8,CVS
"KT Tape Gentle Elastic Sports Tape, Beige, 20 CT",8.14179E+11,,15.49,8.65,KT HEALTH,FIRST AID - ACCESSORIES,20,309.8,CVS
"KT Tape Pro Extreme Extra Strength Adhesive Strips, Jet Black, 20 CT",8.14179E+11,,25.99,11.88,KT HEALTH,HOME HEALTH CARE,20,519.8,CVS
KT Tape Pro Extreme 10'' Strips Black,8.14179E+11,,23.99,11.88,KT HEALTH,HOME HEALTH CARE,20,479.8,Walgreens
"Yes To Tomatoes Daily Repair Treatment, 1.7 OZ",8.13866E+11,,9.99,9.44,YES TO INC,SKIN CARE - FACIAL,1.7,16.983,CVS
Fairy Tales Rosemary Repel Lice Prevention Conditioning Spray,8.12729E+11,,15.99,6.48,FAIRY TALES,FIRST AID - TREATMENTS,8,127.92,CVS
Fairy Tales Rosemary Repel Lice Prevention Daily Shampoo,8.12729E+11,,15.99,6.48,FAIRY TALES,FIRST AID - TREATMENTS,12,191.88,CVS
OneTouch Delica Lancing Device,8.12608E+11,,21.49,15,LIFESCAN,DIABETIC PRODUCTS,1,21.49,CVS
Native Body Wash Lavender and Rose,8.12154E+11,,9.99,7.91,ECLECTIC,SOAP,18,179.82,Walgreens
Native Body Wash Coconut and Vanilla,8.12154E+11,,9.99,7.45,NAT/BOUNTY,SOAP,18,179.82,Walgreens
"Native Coconut & Vanilla Moisturizing Shampoo, 16.5 OZ",8.12154E+11,,9.99,6.59,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,16.5,164.835,CVS
"Cremo Post Shave Balm for Sensitive Skin, 4 OZ",8.11847E+11,,9.29,5.25,EDGEWELL PC,SHAVE - CREAMS,4,37.16,CVS
"Cremo Concentrated Shave Cream for Sensitive Skin, 6 OZ",8.11847E+11,,10.29,5.75,EDGEWELL PC,SHAVE - CREAMS,6,61.74,CVS
"Cremo Reserve Collection Shave Cream, Palo Santo, 6 OZ",8.11847E+11,,9.99,5.75,EDGEWELL PC,SHAVE - CREAMS,6,59.94,CVS
"Cremo Reserve Collection Palo Santo Body Wash, 16 OZ",8.11847E+11,,10.79,6.1,EDGEWELL PC,SOAP,16,172.64,CVS
"Cremo Daily Face Wash, 5 OZ",8.11847E+11,,8.99,5.5,EDGEWELL PC,SKIN CARE - FACIAL,5,44.95,CVS
"Cremo Concentrated Shave Cream, Sage & Citrus, 6 OZ",8.11847E+11,,9.99,5.75,EDGEWELL PC,SHAVE - CREAMS,6,59.94,CVS
"Cremo Body Wash, 16 OZ, Silver Water & Birch",8.11847E+11,,10.79,6.1,EDGEWELL PC,SOAP,16,172.64,CVS
"Cremo Thickening Shampoo, Juniper & Eucalyptus, 16 OZ",8.11847E+11,,9.99,5.8,EDGEWELL PC,HAIR CARE - SHAMPOO/CONDITIONER,16,159.84,CVS
"Cremo Body Wash, 16 OZ, Pacific Sea Salt & Grapef",8.11847E+11,,10.79,6.1,EDGEWELL PC,SOAP,16,172.64,CVS
"Yes To Avocado Fragrance Free Daily Hand Cream, 3 OZ",8.11748E+11,,5.99,2.99,YES TO INC,SKIN CARE - HAND & BODY,2,11.98,CVS
Yes To Avocado Fragrance Free Cream Mask,8.11748E+11,,4.59,2.63,YES TO INC,SKIN CARE - ACNE,0.33,1.5147,CVS
"Yes To Avocado Fragrance Free Daily Mineral SPF 15 Lotion, 1.7 OZ",8.11748E+11,,12.99,8.69,YES TO INC,SKIN CARE - FACIAL,1.7,22.083,CVS
"Yes To Avocado Fragrance Free Daily Eye Cream, 0.5 OZ",8.11748E+11,,9.99,6.59,YES TO INC,SKIN CARE - FACIAL,0.5,4.995,CVS
"Yes To Avocado Fragrance Free Daily Cream Cleanser, 4 OZ",8.11748E+11,,8.99,5.99,YES TO INC,SKIN CARE - ACNE,4,35.96,CVS
"Jakemans Throat & Chest Lozenges Box, 24CT, Peppermint",8.11721E+11,,4.99,2.75,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24,119.76,CVS
Nuun Hydration Sport Electrolyte Drink Tablets Strawberry Lemonade,8.1166E+11,5.99,7.99,3.5,FRUIT/EARTH,WT CTL/NUTRITION - LIQ/POWDER,10,79.9,Walgreens
BPI Sports Keto Bomb Coffee Creamer French Vanilla,8.11213E+11,,26.99,22.83,HEALTHSMART,WT CTL/NUTRITION - CANDY TABLETS,16.5,445.335,Walgreens
BPI Sports Best Aminos Muscle Recovery,8.11213E+11,,23.99,13.9,BRIGGS,WT CTL/NUTRITION - LIQ/POWDER,8.8,211.112,Walgreens
"butter LONDON Patent Shine 10X Nail Lacquer, Sweets",8.11161E+11,,11.99,7.14,BEIERSDORF,COSMETICS - NAILS,1,11.99,CVS
"butter LONDON Patent Shine 10X Nail Lacquer, Mink Grey",8.11161E+11,,11.99,10.88,BRIST M/MEAD,COSMETICS - NAILS,1,11.99,CVS
"Dapple Baby Breast Pump Cleaning Wipes, 25 CT",8.11106E+11,,6.99,4.5,MAINSPRING,FEMININE NEEDS - WOMEN'S CARE,25,174.75,CVS
BareOrganics Sleep Blend Superfood Water Enhancer Berry Lemonade,8.11079E+11,,4.99,3.97,WYETH,"VITAMINS, MINERALS & SUPPLEMENTS",5,24.95,Walgreens
BareOrganics Calm Superfood Water Enhancer Vanilla Chai,8.11079E+11,,4.99,3.59,WYETH,WT CTL/NUTRITION - LIQ/POWDER,5,24.95,Walgreens
"Dr Teal's Sleep Spray with Melatonin & Essential Oils, 6 Fl OZ",8.11068E+11,,7.79,4.2,PDC BRANDS,SKIN CARE - HAND & BODY,6,46.74,CVS
"Dr Teal's Pure Epsom Salt Melatonin Sleep Soak with Essential Oil Blend, 3 lbs",8.11068E+11,,7.79,4.2,PDC BRANDS,BATH PRODUCTS,48,373.92,CVS
"Dr Teal’s Foaming Bath With Pure Epsom Salt, Glow & Radiance, Vitamin C and Citrus Essential Oil, 34 OZ",8.11068E+11,,7.99,4.2,PDC BRANDS,BATH PRODUCTS,34,271.66,CVS
"Dr Teal's Sleep Body Lotion with Melatonin & Essential Oils, 8 OZ",8.11068E+11,,7.79,3.6,PDC BRANDS,SKIN CARE - HAND & BODY,8,62.32,CVS
"Dr Teal's Body Lotion, 18 OZ",8.11068E+11,,7.29,3.6,PDC BRANDS,SKIN CARE - HAND & BODY,18,131.22,CVS
"Dr. Teal's Trial Size Pure Epsom Salt Soaking Solution, 16 OZ",8.11068E+11,,2.99,2.39,PDC BRANDS,BATH PRODUCTS,16,47.84,CVS
Dr. Teal's Pure Epsom Salt Soaking Solution Menthol & Essential Oils,8.11068E+11,,8.79,4.2,PDC BRANDS,BATH PRODUCTS,3,26.37,Walgreens
"Dr Teal's Body Wash, 24 OZ",8.11068E+11,,8.29,4.2,PDC BRANDS,SOAP,24,198.96,CVS
Dr. Teal's Foaming Bath Eucalyptus & Spearmint,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,34,220.66,Walgreens
Dr. Teal's Foaming Bath Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,34,220.66,Walgreens
Dr. Teal's Foaming Bath Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,34,220.66,Walgreens
"Dr. Teal's Pure Epsom Salt Therapeutic Soak, 96 OZ",8.11068E+11,,8.99,5.04,PDC BRANDS,PAIN - ANALGESIC (EXTERNAL),96,863.04,CVS
Dr. Teal's Pure Epsom Salt Fragrance Free,8.11068E+11,,8.99,5.04,PDC BRANDS,PAIN - ANALGESIC (EXTERNAL),6,53.94,Walgreens
Dr. Teal's Pure Epsom Salt Fragrance Free,8.11068E+11,,8.99,5.04,PDC BRANDS,PAIN - ANALGESIC (EXTERNAL),6,53.94,Walgreens
Dr. Teal's Pure Epsom Salt Soaking Solution Eucalyptus & Spearmint,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,3,19.47,Walgreens
Dr. Teal's Pure Epsom Salt Soaking Solution Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,3,19.47,Walgreens
Dr. Teal's Pure Epsom Salt Soaking Solution Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,3,19.47,Walgreens
Dr. Teal's Pure Epsom Salt Soaking Solution Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,3,19.47,Walgreens
Dr. Teal's Pure Epsom Salt Soaking Solution Lavender,8.11068E+11,,6.49,4.2,PDC BRANDS,BATH PRODUCTS,3,19.47,Walgreens
Force Factor Kids Super Chews Multivitamin 3 Fruity Flavors,8.10127E+11,,19.99,10.5,MABIS HEALTH,VITAMINS,60,1199.4,Walgreens
Force Factor Kids Super Chews Immunity Apple Berry Burst,8.10127E+11,,19.99,9.9,MABIS HEALTH,SLEEPING REMEDIES,60,1199.4,Walgreens
Liquid I.V. Hydration Multiplier Electrolyte Drink Mix Grapefruit,8.10126E+11,,12.99,7.5,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,0.5,6.495,Walgreens
Liquid I.V. Hydration Multiplier Electrolyte Drink Mix Popsicle Firecracker,8.10126E+11,,12.99,7.5,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,0.5,6.495,Walgreens
Vital Proteins Protein and Collagen Bar,8.1009E+11,,2.99,2.56,3M,WT CTL/NUTRITION - CANDY TABLETS,1.3,3.887,Walgreens
Hyland's Naturals Baby Organic Cough & Immune Syrup Combo Pack,8.10088E+11,,16.99,10.19,HYLANDS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2,33.98,Walgreens
"Kids Organic Cough & Immune Combo, 8 OZ",8.10088E+11,,20.99,13.69,HYLANDS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,8,167.92,CVS
"Kids Organic Cough & Immune Nighttime, 4 OZ",8.10088E+11,,11.99,7.79,HYLANDS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,47.96,CVS
"Kids Organic Cough & Immune Day, 4 OZ",8.10088E+11,,11.99,7.79,HYLANDS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,47.96,CVS
"Breathe Right Extra Clear Nasal Strips, Clear, 10 CT",8.10072E+11,,7.29,3.74,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,10,72.9,CVS
"Breathe Right Extra Strength Nasal Congestion Strips, Tan, 44 CT",8.10072E+11,,19.99,13.2,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,44,879.56,CVS
Breathe Right Extra Strength Nasal Strips Tan Tan,8.10072E+11,,19.99,13.2,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,44,879.56,Walgreens
"Breathe Right Nasal Strips, Tan, 30 CT",8.10072E+11,,14.99,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,30,449.7,CVS
Breathe Right Original Nasal Strips Large Tan,8.10072E+11,,11.49,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,30,344.7,Walgreens
"Breathe Right Calming Lavender Scented Nasal Strips, 26 CT",8.10072E+11,,14.49,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,26,376.74,CVS
Breathe Right Extra Strength Nasal Strips Tan,8.10072E+11,,11.49,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,26,298.74,Walgreens
Breathe Right Extra Strength Nasal Strips Tan,8.10072E+11,,11.49,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,26,298.74,Walgreens
Breathe Right Extra Strength Nasal Strips Tan,8.10072E+11,,11.49,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,26,298.74,Walgreens
"Breathe Right Extra Strength Nasal Strips, Clear",8.10072E+11,,13.99,8.81,FOUNDTN CONS,UPPER RESPIRATORY - NASAL PRODUCTS,26,363.74,CVS
"RID Super Max Advanced Shampoo Lice Elimination & Defense Shampoo, 3.4 OZ",8.10061E+11,,29.99,14,OYSTERSHELL,FIRST AID - TREATMENTS,3.4,101.966,CVS
RID Pure Power + Comfort Lice Eliminiation Kit,8.10061E+11,,31.49,14,OYSTERSHELL,FIRST AID - TREATMENTS,1,31.49,CVS
RID Super Max Complete Elimination 3 Piece Kit,8.10061E+11,,36.79,17.85,OYSTERSHELL,FIRST AID - TREATMENTS,1,36.79,CVS
RID Super Max Daily Defense Lice Shampoo & Conditioner,8.10061E+11,,19.99,9.45,OYSTERSHELL,FIRST AID - TREATMENTS,10.1,201.899,CVS
Roman Ultra-Thin Lubricated Condoms,8.10059E+11,,5.99,4.6,CHURCH/DWIGH,CONTRACEPTIVES,3,17.97,Walgreens
Nugenix Horny Goat Weed,8.10047E+11,,19.99,12.22,3M,"VITAMINS, MINERALS & SUPPLEMENTS",30,599.7,Walgreens
"Nugenix Tongkat Ali Longjack, Clear",8.10047E+11,,19.99,12.17,DURO-MED,"VITAMINS, MINERALS & SUPPLEMENTS",30,599.7,Walgreens
"Steripod Clip-On Toothbrush Protector, Cover Keeps Toothbrush Fresh and Clean, Fits Most Manual and Electric Toothbrushes, 1 Count",8.10047E+11,,5.19,2.16,PERRIGO CO,ORAL CARE - DENTAL ACCESSORIES,1,5.19,CVS
Redcon1 MRE Ready To Drink Protein Shake Vanilla Milkshake,8.10045E+11,,9.99,7.62,LOREAL,WT CTL/NUTRITION - LIQ/POWDER,4,39.96,Walgreens
Redcon1 MRE Ready To Drink Protein Shake Milk Chocolate,8.10045E+11,,9.99,6.24,LOREAL,WT CTL/NUTRITION - LIQ/POWDER,4,39.96,Walgreens
"Kimchi Chic Beauty Mattely Poppin Liquid Lipstick, Exposed",8.1004E+11,,11.99,7.71,ABBOTT NUTR,LIP CARE PRODUCTS,1,11.99,CVS
Alani Nu Protein Bar Rocky Road,8.10031E+11,,8.99,7.55,LOREAL,WT CTL/NUTRITION - CANDY TABLETS,1.69,15.1931,Walgreens
Alani Nu Protein Bar,8.10031E+11,,8.99,7.85,UNIV NUTR,WT CTL/NUTRITION - CANDY TABLETS,1.69,15.1931,Walgreens
Alani Nu Energy Sticks Cherry Slush,8.10031E+11,,11.99,6.32,PHARMAVITE,WT CTL/NUTRITION - LIQ/POWDER,5.8,69.542,Walgreens
"Alani Nu Sugar-Free Energy Drink, 12oz Can, 6 Pack",8.10031E+11,,14.99,9.75,PALCO LABS,WT CTL/NUTRITION - LIQ/POWDER,12,179.88,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,8.75,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,1.62,14.5638,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,4.64,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,3.62,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,6.35,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,4.35,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,4.84,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
"Alani Nu Fit Snacks Protein Bars, 4 CT",8.10031E+11,,8.99,4.03,O-CEDAR,WT CTL/NUTRITION - CANDY TABLETS,4,35.96,CVS
Soylent Complete Protein Nutrition Shake Chocolate,8.10029E+11,,14.99,12.1,AMERIFIT,WT CTL/NUTRITION - LIQ/POWDER,11,164.89,Walgreens
"Dr Teal's Kids 3-in-1 Bubble Bath, Body Wash & Shampoo, Sleep Bath with Melatonin, 20 fl oz",8.10021E+11,,6.99,4.2,PDC BRANDS,BATH PRODUCTS,20,139.8,CVS
"Dr Teal's Pure Epsom Salt Muscle Recovery Soak with Arnica, Menthol & Eucalyptus, 2.5 lbs",8.10021E+11,,8.49,4.2,PDC BRANDS,BATH PRODUCTS,40,339.6,CVS
"Uoma Flawless IRL Bronzer, Shady",8.10011E+11,6,11.99,8.88,EAS CORP,COSMETICS-FACIAL,1,11.99,CVS
"Uoma Flawless IRL Bronzer, Baked",8.10011E+11,6,11.99,8.88,ROSS,COSMETICS-FACIAL,1,11.99,CVS
Uoma Flawless IRL Bronzer,8.10011E+11,6,11.99,8.88,EAS CORP,COSMETICS-FACIAL,1,11.99,CVS
"Uoma Eye Service Eyeshadow Quad, Blazin'",8.10011E+11,5,9.99,8.95,UNIV NUTR,COSMETICS-EYE,1,9.99,CVS
"Uoma Eye Service Eyeshadow Quad, Big Spender",8.10011E+11,5,9.99,8.95,UNIV NUTR,COSMETICS-EYE,1,9.99,CVS
"Uoma It's Complicated Liquid Lip Stain, Peng",8.10011E+11,3.5,6.99,4.15,AVENT,LIP CARE PRODUCTS,1,6.99,CVS
"Uoma It's Complicated Liquid Lip Stain, Classy",8.10011E+11,,6.99,6.56,AVENT,LIP CARE PRODUCTS,1,6.99,CVS
"Welly Bravery Badges Assorted Flex Fabric Bandages, Dogs, 48 CT",8.1001E+11,,8.99,5.4,WELLY,FIRST AID - ACCESSORIES,48,431.52,CVS
"Welly Trial Size Biggie Face Saver Hydrocolloid Spot Bandages, 8CT",8.1001E+11,,12.99,5.62,WELLY,FIRST AID - ACCESSORIES,8,103.92,CVS
"Welly Bravery Badges Monster Carton, 24 CT",8.1001E+11,,5.99,2.83,WELLY,FIRST AID - ACCESSORIES,24,143.76,CVS
"Welly Kids Rainbow Bravery Badges Kit, Assorted, 48 CT",8.1001E+11,,8.99,5.4,WELLY,FIRST AID - ACCESSORIES,48,431.52,CVS
"Southern Butter Enhance Stimulating Butter, 1.82 OZ",8.10004E+11,,22.99,10.34,SIERRA SAGE,SEXUAL WELLNESS,1.82,41.8418,CVS
"Southern Butter Backdoor Balm, 1.82 OZ",8.10004E+11,,22.99,10.34,SIERRA SAGE,SEXUAL WELLNESS,1.82,41.8418,CVS
"Southern Butter Massage, 4 fl oz, Clary Sage & Ylang Ylang",8.10004E+11,,27.99,12.59,SIERRA SAGE,SEXUAL WELLNESS,4,111.96,CVS
"Southern Butter Massage, 4 fl oz",8.10004E+11,,27.99,12.59,SIERRA SAGE,SEXUAL WELLNESS,4,111.96,CVS
"Southern Butter Massage, 4 fl oz, Rose & Lavender",8.10004E+11,,27.99,12.59,SIERRA SAGE,SEXUAL WELLNESS,4,111.96,CVS
"Southern Butter Body Butter, 1.82 oz, Sandalwood & Cinnamon",8.10004E+11,,22.99,10.34,SIERRA SAGE,SEXUAL WELLNESS,1.82,41.8418,CVS
"COMPEED Advanced Blister Care Medium, 10 CT",8.1E+11,,10.49,5.4,PERRIGO CO,FOOT CARE PRODUCTS,10,104.9,CVS
Mederma Quick Dry Oil Scar & Stretch Mark Treatment Unscented,8.1E+11,,14.99,9.04,PERRIGO CO,SKIN CARE - HAND & BODY,3.4,50.966,Walgreens
Mederma Cold Sore Patch,8.1E+11,,19.99,10.7,PERRIGO CO,UPPER RESPIRATORY - EXTERNAL,15,299.85,Walgreens
Mederma Stretch Mark Therapy Prevention & Treatment,8.1E+11,,43.29,30.56,PERRIGO CO,SKIN CARE - HAND & BODY,5.29,229.0041,Walgreens
Mederma PM Intensive Overnight Scar Cream,8.1E+11,,29.79,17.12,PERRIGO CO,FIRST AID - TREATMENTS,1,29.79,CVS
Mederma Scar Cream + SPF 30,8.1E+11,,26.49,15.29,PERRIGO CO,FIRST AID - TREATMENTS,0.7,18.543,CVS
Mederma Advanced Scar Gel,8.1E+11,,31.79,15.53,PERRIGO CO,FIRST AID - TREATMENTS,0.7,22.253,CVS
Mederma Advanced Scar Gel,8.1E+11,19.99,24.99,15.53,PERRIGO CO,FIRST AID - TREATMENTS,0.7,17.493,CVS
Compeed Advanced Blister Care Gel Cushions,8.1E+11,,11.49,5.96,PERRIGO CO,FOOT CARE PRODUCTS,12,137.88,CVS
"It's Skin It's Top Professional Waterfull Highlighter Polish, 02 Golden Vanila",8.09454E+11,,10.99,10.97,UNIV NUTR,COSMETICS-FACIAL,2,21.98,CVS
"Duft & Doft Fine Fragrance Hair & Body Mist, 3.5 OZ, Angels Cotton",8.09407E+11,,13.99,7.71,ABBOTT NUTR,FRAGRANCE - WOMEN'S,3.5,48.965,CVS
"White Rain Naturally Moisturizing Bars, 2CT",8.09219E+11,,1,0.86,HIGH RIDGE,SOAP,2,2,CVS
"White Rain Naturally Moisturizing Bars, 2CT, Lavender and Shea Butter",8.09219E+11,,1,0.86,INNV BRANDS,SOAP,2,2,CVS
